Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
50106,The Price is Right,PSN,2010,Misc,Ludia  ,Ludia Inc.  ,,,,,,,
50107,The Price is Right 2010 Edition,PC,2009,Misc,Ubisoft  ,Ludia Inc.  ,,,,,,,
50108,The Price is Right: Decades,PC,1970,Misc,Ubisoft  ,Ludia Inc.  ,,,,,,,
50109,The Princess and the Frog,PC,2009,Platform,Disney Interactive Studios  ,Griptonite Games  ,,,,,,,
50110,The Promised Land,PC,2014,Misc,Buka Entertainment  ,Unknown  ,,,,,,,
50111,The Punisher,GEN,1994,Action,Capcom  ,Sculptured Software  ,,,,,,,
50112,The Punisher,NES,1990,Action,LJN  ,Beam Software  ,,,,,,,
50113,The Punisher (1990),PC,1990,Action,Microprose  ,Paragon Software Corporation  ,,,,,,,
50114,The Punisher (2005),PS2,2005,Misc,THQ  ,Unknown  ,,,,,,,
50115,The Punisher (2005),XB,2005,Misc,THQ  ,Unknown  ,,,,,,,
50116,The Punisher (2005),PC,2005,Misc,THQ  ,Unknown  ,,,,,,,
50117,The Punisher: No Mercy,PSN,2009,Shooter,Zen Studios  ,Zen Studios  ,4.4,,,,,,
50118,The Punisher: The Ultimate Payback,GB,1991,Action,Acclaim Entertainment  ,Beam Software  ,,,,,,,
50119,The Puzzle,PS,2001,Puzzle,Agetec  ,D3 Publisher  ,,,,,,,
50120,The Puzzle 2,PS,2003,Puzzle,Phoenix Games  ,Axes Art Amuse  ,,,,,,,
50121,The Quest for Aladdin's Treasure,PC,2007,Adventure,Oxygen Interactive  ,Oxygen Interactive  ,,,,,,,
50122,The Quest for Aladdin's Treasure,PS2,2007,Adventure,Oxygen Interactive  ,Oxygen Interactive  ,,,,,,,
50123,The Quest For Glory Collection Series,PC,1996,Adventure,Sierra Entertainment  ,Sierra Entertainment  ,,,,,,,
50124,The Quiz Gear Fight!!,GG,1995,Puzzle,Sega  ,Sega  ,,,,,,,
50125,The Rabbit's Apprentice,OSX,2013,Misc,Daedalic Entertainment  ,Unknown  ,,,,,,,
50126,The Rainbow Colored Deer Games,PSV,2015,Misc,Isayonline Services  ,Unknown  ,,,,,,,
50127,The Rainbow Colored Deer Games,3DS,2015,Misc,Isayonline Services  ,Unknown  ,,,,,,,
50128,The Rainbow Colored Deer Games,WiiU,2015,Misc,Isayonline Services  ,Unknown  ,,,,,,,
50129,The Rainbow Colored Deer Games,PC,2014,Misc,Isayonline Services  ,Unknown  ,,,,,,,
50130,The Rainbow Colored Deer Games,OSX,2014,Misc,Isayonline Services  ,Unknown  ,,,,,,,
50131,The Rainbow Colored Deer Games,And,2014,Misc,Isayonline Services  ,Unknown  ,,,,,,,
50132,The Rapid Angel,PS,1998,Action,Techno Soleil  ,Techno Soleil  ,,,,,,,
50133,The Rapid Angel,PSN,2011,Action,Unknown  ,Techno Soleil  ,,,,,,,
50134,The Real Ghostbusters,GB,1993,Platform,Activision  ,Kemco  ,,,,,,,
50135,The Red Crystal,PC,1994,Role-Playing,Quantum Quality  ,Quantum Quality Productions  ,,,,,,,
50136,The Red Solstice,PC,2014,Misc,Unknown  ,Unknown  ,,,,,,,
50137,The Red Star,PS2,2007,Action,XS Games  ,Archangel Studios  ,,,,,,,
50138,The Red Star,PSN,2010,Action,XS Games  ,Archangel Studios  ,6.5,,,,,,
50139,The Ren & Stimpy Show: Fire Dogs,SNES,1994,Action,THQ  ,Argonaut Games  ,,,,,,,
50140,The Ren & Stimpy Show: Time Warp,SNES,1994,Action,THQ  ,Sculptured Software  ,,,,,,,
50141,The Ren & Stimpy Show: Veediots!,SNES,1993,Platform,THQ  ,Gray Matter  ,,,,,,,
50142,The Ren & Stimpy Show Presents: Stimpy's Invention,GEN,1993,Platform,Sega  ,Blue Sky Software  ,,,,,,,
50143,The Ren & Stimpy Show: Buckaroo$!,SNES,1995,Action,THQ  ,Imagineering Inc.  ,,,,,,,
50144,The Ren & Stimpy Show: Buckaroo$!,NES,1993,Action,THQ  ,Imagineering Inc.  ,,,,,,,
50145,The Ren & Stimpy Show: Space Cadet Adventures,GB,1992,Platform,THQ  ,Imagineering Inc.  ,,,,,,,
50146,The Ren & Stimpy Show: Veediots!,GB,1993,Platform,THQ  ,THQ  ,,,,,,,
50147,The Renai Adventure: Bitter Sweet Fools,DC,2002,Adventure,D3 Publisher  ,HuneX  ,,,,,,,
50148,The Renai Adventure: Okaeri!!,DC,2002,Adventure,D3 Publisher  ,HuneX  ,,,,,,,
50149,The Renai Simulation 2: Fureai,DC,2002,Misc,D3 Publisher  ,HuneX  ,,,,,,,
50150,The Renai Simulation: Natsuiro Celebration,DC,2002,Misc,D3 Publisher  ,HuneX  ,,,,,,,
50151,The Residents: Freak Show,PC,1994,Adventure,Unknown  ,"Cryptic Corporation, The  ",,,,,,,
50152,The Revenge of Shinobi,GEN,1989,Platform,Sega  ,Sega  ,,,,,,,
50153,The Revenge of Shinobi,VC,2009,Platform,Sega  ,Sega  ,,,,,,,
50154,The Revenge of Shinobi,PSN,N/A,Platform,Unknown  ,Sega  ,,,,,,,
50155,The Rhythm of Fighters,And,2014,Fighting,SNK Playmore  ,SNK Playmore  ,,,,,,,
50156,The Ring: Terror's Realm,DC,2000,Adventure,Atari  ,"Asmik Ace Entertainment, Inc  ",3.7,,,,,,
50157,The Rocketeer,SNES,1992,Action,IGS  ,NovaLogic  ,,,,,,,
50158,The Rocketeer,NES,1991,Platform,Bandai  ,Realtime Associates  ,,,,,,,
50159,The Rocketeer,PC,1991,Action,Disney Interactive Studios  ,NovaLogic  ,,,,,,,
50160,The Rockin' Dead,PC,1970,Misc,Unknown  ,bitComposer Games  ,,,,,,,
50161,The Roots: Gates of Chaos,NGage,2005,Role-Playing,Nokia  ,Cenega Publishing  ,,,,,,,
50162,The Royal Marines Commando,PC,2008,Shooter,City Interactive  ,City Interactive  ,,,,,,,
50163,The Royal Trap,PC,2013,Misc,Fabio Ricci  ,Unknown  ,,,,,,,
50164,The Royal Trap,OSX,2013,Misc,Fabio Ricci  ,Unknown  ,,,,,,,
50165,The Royal Trap,Linux,2013,Misc,Fabio Ricci  ,Unknown  ,,,,,,,
50166,The Rugrats Movie,GB,1998,Action,THQ  ,Software Creations  ,,,,,,,
50167,The Rugrats Movie (GBC),GB,1999,Action,THQ  ,Software Creations  ,,,,,,,
50168,The Sacred Amulet,PC,2000,Adventure,DreamCatcher Interactive  ,Cryo Interactive  ,,,,,,,
50169,The Sacred Rings,PC,2007,Adventure,The Adventure Company  ,Streko-Graphics Inc.  ,,,,,,,
50170,The Saga of Ryzom,PC,2004,Role-Playing,Tri Synergy  ,Nevrax  ,,,,,,,
50171,The Samaritan Paradox,PC,2014,Misc,Screen 7  ,Unknown  ,,,,,,,
50172,The San Diego Zoo Presents: The Animals!,SCD,1994,Misc,Software Toolworks  ,Arnowitz Studios  ,,,,,,,
50173,The Sci-Fi Collection,PC,1995,Adventure,Activision  ,"Infocom, Inc.  ",,,,,,,
50174,The Scourge Project,PC,N/A,Shooter,Unknown  ,Tragnarion Studios  ,,,,,,,
50175,The Scourge Project,PS3,N/A,Shooter,Unknown  ,Tragnarion Studios  ,,,,,,,
50176,The Scourge Project,X360,N/A,Shooter,Unknown  ,Tragnarion Studios  ,,,,,,,
50177,The Search for Amelia Earhart,PC,2010,Adventure,THQ  ,Bamtang  ,,,,,,,
50178,The Second Guest,PC,N/A,Adventure,Unknown  ,Twice Effect  ,,,,,,,
50179,The Secret of Monkey Island,PC,1990,Adventure,LucasArts  ,Lucasfilm Games  ,,,,,,,
50180,The Secret of Monkey Island,SCD,1992,Adventure,JVC  ,"JVC Musical Industries, Inc.  ",,,,,,,
50181,The Secret of Monkey Island,PS3,2009,Misc,LucasArts  ,Unknown  ,,,,,,,
50182,The Secret of Monkey Island,X360,2009,Misc,LucasArts  ,Unknown  ,,,,,,,
50183,The Secret of Monkey Island: Special Edition,XBL,2009,Adventure,LucasArts  ,LucasArts  ,8.7,,,,,,
50184,The Secret of Monkey Island: Special Edition,PC,2009,Adventure,LucasArts  ,LucasArts  ,,,,,,,
50185,The Secret of Monkey Island: Special Edition,PSN,2010,Adventure,LucasArts  ,LucasArts  ,,,,,,,
50186,The Secret Saturdays: Beasts of the 5th Sun,PSN,2009,Action,D3 Publisher  ,High Voltage Software  ,,,,,,,
50187,The Secret Society - Hidden Mystery,And,2013,Misc,G5 Entertainment  ,Unknown  ,,,,,,,
50188,The Secret World,X360,N/A,Role-Playing,Unknown  ,Funcom  ,,,,,,,
50189,The Secrets of Atlantis: The Sacred Legacy,PC,2007,Adventure,The Adventure Company  ,Atlantis Interactive Entertainment  ,,,,,,,
50190,The Seller,DSiW,2011,Misc,CIRCLE Entertainment  ,CIRCLE Entertainment  ,,,,,,,
50191,The Sentinel,PC,2006,Simulation,Unknown  ,Firebird Software  ,,,,,,,
50192,"The Settlers II: Veni, Vidi, Vici",PC,1996,Simulation,Blue Byte  ,Blue Byte Software  ,,,,,,,
50193,The Settlers III: Quest of the Amazons,PC,1998,Strategy,Blue Byte  ,Blue Byte  ,,,,,,,
50194,The Settlers: Rise of an Empire Gold Edition,PC,2008,Strategy,Ubisoft  ,Blue Byte  ,,,,,,,
50195,The Seven Cities of Gold,PC,1984,Adventure,Electronic Arts  ,Ozark Softscape  ,,,,,,,
50196,The Seventh Seal - The Resurrection of the Dark Lord,PC,2003,Role-Playing,Unknown  ,Soft-World  ,,,,,,,
50197,The Sexy Brutale,XOne,2017,Adventure,Tequila Works  ,Tequila Works  ,,,,,,,
50198,The Sexy Brutale,PC,2017,Adventure,Tequila Works  ,Tequila Works  ,,,,,,,
50199,The Shadow of Zorro,PS2,2002,Action,Cryo Interactive  ,In Utero  ,,,,,,,
50200,The Shadow of Zorro,PC,2003,Action,Cryo Interactive  ,In Utero  ,,,,,,,
50201,The Shadows in the Underworld,XBL,2010,Shooter,Microsoft  ,Totabiento  ,,,,,,,
50202,The Shanghai,PS,2000,Puzzle,Sunsoft  ,SunSoft  ,,,,,,,
50203,The Shield: The Game,PC,2007,Shooter,Aspyr  ,Point of View  ,,,,,,,
50204,The Shield: The Game,PS2,2007,Shooter,Aspyr  ,Point of View  ,,,,,,,
50205,The Shinri Game,DC,2001,Puzzle,Visit  ,Visit  ,,,,,,,
50206,The Shinri Game IV: Itsumo Shin ni Hoshizora o,PS,1998,Misc,Visit  ,Visit  ,,,,,,,
50207,The Ship,PC,2007,Shooter,Mindscape  ,Outerlight  ,,,,,,,
50208,The Ship,PSN,N/A,Shooter,Unknown  ,Outerlight  ,,,,,,,
50209,The Ship,XBL,N/A,Shooter,Unknown  ,Outerlight  ,,,,,,,
50210,The Showdown Effect,PC,2013,Misc,Paradox Interactive   ,Unknown  ,,,,,,,
50211,The Showdown Effect,OSX,2013,Action,Paradox Interactive   ,Arrowhead Game Studios  ,,,,,,,
50212,The Shutokou Racing,GB,1998,Racing,Pony Canyon  ,Pony Canyon  ,,,,,,,
50213,The Silent Hill Collection,PS2,2006,Adventure,Konami  ,Konami  ,,,,,,,
50214,The SimCity Box,PC,2008,Simulation,Electronic Arts  ,Maxis  ,,,,,,,
50215,The Simple 2960 Tomodachi Series Vol. 3: The Itsudemo Puzzle - Massugu Soroete Straws,GBA,2003,Puzzle,D3 Publisher  ,BeeWorks  ,,,,,,,
50216,The Simpsons Arcade Game,PC,1991,Action,Konami  ,Novotrade International  ,,,,,,,
50217,The Simpsons: Bart & the Beanstalk,GB,1994,Platform,Acclaim Entertainment  ,Software Creations  ,,,,,,,
50218,The Simpsons: Bart Meets Radioactive Man,GG,1992,Platform,Acclaim Entertainment  ,Imagineering Inc.  ,,,,,,,
50219,The Simpsons: Bart vs. the Juggernauts,GB,1992,Platform,Acclaim Entertainment  ,Imagineering Inc.  ,,,,,,,
50220,The Simpsons: Bart vs. the Space Mutants,NES,1991,Platform,Acclaim Entertainment  ,Imagineering Inc.  ,,,,,,,
50221,The Simpsons: Bart vs. the Space Mutants,GEN,1992,Platform,Flying Edge  ,Arc Developments  ,,,,,,,
50222,The Simpsons: Bart vs. the Space Mutants,GG,1992,Platform,Flying Edge  ,Imagineering Inc.  ,,,,,,,
50223,The Simpsons: Bart vs. the Space Mutants,MS,1991,Platform,Flying Edge  ,Imagineering Inc.  ,,,,,,,
50224,The Simpsons: Bart vs. the Space Mutants,PC,1997,Platform,Acclaim Entertainment  ,Imagineering Inc.  ,,,,,,,
50225,The Simpsons: Bart vs. the World,GG,1993,Action,Flying Edge  ,Flying Edge  ,,,,,,,
50226,The Simpsons: Bart vs. the World,NES,1991,Platform,Acclaim Entertainment  ,Imagineering Inc  ,,,,,,,
50227,The Simpsons: Bart's House of Weirdness,PC,1992,Action,Konami  ,"Distinctive Software, Inc.  ",,,,,,,
50228,The Simpsons: Bart's Nightmare,SNES,1992,Platform,Acclaim Entertainment  ,Sculptured Software  ,,,,,,,
50229,The Simpsons: Bart's Nightmare,GEN,1993,Platform,Flying Edge  ,"Sculptured Software, Inc.  ",,,,,,,
50230,The Simpsons: Bartman Meets Radioactive Man,NES,1992,Platform,Acclaim Entertainment  ,Imagineering Inc.  ,,,,,,,
50231,The Simpsons: Night of the Living Treehouse of Horror,GB,2001,Platform,THQ  ,Software Creations  ,,,,,,,
50232,The Simpsons: Virtual Springfield,PC,1997,Adventure,Fox Interactive  ,Digital Evolution  ,,,,,,,
50233,The Sims 2,PSN,2009,Simulation,Electronic Arts  ,Maxis  ,,,,,,,
50234,The Sims 2: Castaway,PSN,2009,Simulation,Electronic Arts  ,Maxis  ,,,,,,,
50235,The Sims 2: Mansion & Garden Stuff,PC,2008,Simulation,Electronic Arts  ,Maxis Software  ,,,,,,,
50236,The Sims 2: Pets,GBA,2006,Simulation,Electronic Arts  ,Maxis  ,,,,,,,
50237,The Sims 2: Pets,PSN,2009,Simulation,Electronic Arts  ,Maxis  ,,,,,,,
50238,The Sims 3,OSX,2009,Simulation,Electronic Arts  ,Edge of Reality  ,,,,,,,
50239,The Sims 3,WinP,2010,Simulation,Electronic Arts  ,Edge of Reality  ,,,,,,,
50240,The Sims 3,And,2010,Simulation,Electronic Arts  ,Edge of Reality  ,,,,,,,
50241,The Sims 3 (Mobile Versions),WinP,2009,Simulation,Electronic Arts  ,EA mobile  ,,,,,,,
50242,The Sims 3: Commemorative Edition,PC,2010,Simulation,Electronic Arts  ,EA Redwood Shores  ,,,,,,,
50243,The Sims 3: Pets,And,2011,Misc,Electronic Arts  ,Unknown  ,,,,,,,
50244,The Sims 3: Showtime,DS,2010,Misc,Electronic Arts  ,Unknown  ,,,,,,,
50245,The Sims 3: Showtime,PS3,2010,Misc,Electronic Arts  ,Unknown  ,,,,,,,
50246,The Sims 3: Showtime,X360,2010,Misc,Electronic Arts  ,Unknown  ,,,,,,,
50247,The Sims 3: Showtime,3DS,2011,Misc,Electronic Arts  ,Unknown  ,,,,,,,
50248,The Sims 3: Showtime,Wii,2010,Misc,Electronic Arts  ,Unknown  ,,,,,,,
50249,The Sims 4,OSX,2015,Misc,Electronic Arts  ,Unknown  ,,,,,,,
50250,The Sims 4: Cool Kitchen Stuff,PC,2015,Simulation,Electronic Arts  ,Unknown  ,,,,,,,
50251,The Sims 4: Get to Work,PC,2015,Simulation,Electronic Arts  ,Unknown  ,,,,,,,
50252,The Sims 4: Outdoor Retreat,PC,2015,Simulation,Electronic Arts  ,Unknown  ,,,,,,,
50253,The Sims 4: Perfect Patio Stuff,PC,2015,Action,Electronic Arts  ,Unknown  ,,,,,,,
50254,The Sims 4: Spooky Stuff,PC,2015,Simulation,Electronic Arts  ,Unknown  ,,,,,,,
50255,The Sims Carnival: SnapCity,PC,2008,Simulation,Electronic Arts  ,Electronic Arts  ,,,,,,,
50256,The Sims Castaway Stories,PC,2008,Action,Electronic Arts  ,Unknown  ,,,,,,,
50257,The Sims FreePlay,And,2012,Misc,Electronic Arts  ,Unknown  ,,,,,,,
50258,The Sims Online,PC,2002,Misc,Electronic Arts  ,Unknown  ,,,,,,,
50259,The Sims: Bustin' Out,NGage,2004,Simulation,Electronic Arts  ,Ideaworks3D  ,7.3,,,,,,
50260,The Smurfs,GG,1994,Platform,Infogrames  ,IMPS  ,,,,,,,
50261,The Smurfs,GB,1994,Platform,Infogrames  ,Bit Managers  ,,,,,,,
50262,The Smurfs,MS,1996,Platform,Tec Toy  ,Infogrames  ,,,,,,,
50263,The Smurfs,SNES,1994,Platform,Infogrames  ,Infogrames  ,,,,,,,
50264,The Smurfs,GEN,1995,Platform,Infogrames  ,Virtual Studio  ,,,,,,,
50265,The Smurfs,NES,1994,Platform,Infogrames  ,Infogrames  ,,,,,,,
50266,The Smurfs,SCD,1995,Action,Infogrames  ,Infogrames  ,,,,,,,
50267,The Smurfs,Wii,2011,Adventure,Ubisoft  ,Ubisoft  ,,,,,,,
50268,The Smurfs Travel The World,GB,1995,Platform,Infogrames  ,Infogrames  ,,,,,,,
50269,The Smurfs Travel the World,MS,1996,Platform,Infogrames  ,Infogrames  ,,,,,,,
50270,The Smurfs Travel The World,SNES,1994,Platform,Infogrames  ,Virtual Studio  ,,,,,,,
50271,The Smurfs Travel The World,GEN,1996,Platform,Infogrames  ,Visual Studio  ,,,,,,,
50272,The Smurfs' Nightmare,GB,1997,Platform,Infogrames  ,Velez & Dubail  ,,,,,,,
50273,The Smurfs' Nightmare (GBC),GB,1999,Platform,Infogrames  ,Velez & Dubail  ,,,,,,,
50274,The Sniper 2,PS2,2004,Shooter,Midas Interactive Entertainment  ,Beastmedia / X-Road  ,,,,,,,
50275,The Snow Queen Quest,PC,2007,Adventure,Oxygen Interactive  ,Oxygen Interactive  ,,,,,,,
50276,The Snow Queen Quest,PS2,2007,Adventure,Oxygen Interactive  ,Oxygen Interactive  ,,,,,,,
50277,The Sopranos: Road to Respect,PS2,2006,Adventure,THQ  ,7 Studios  ,,,,,,,
50278,The Space Adventure,SCD,1994,Action,Hudson Soft  ,Hudson Soft  ,,,,,,,
50279,The Spatials,OSX,2015,Role-Playing,Weird and Wry  ,Weird and Wry  ,,,,,,,
50280,The Spatials,PC,2015,Role-Playing,Weird and Wry  ,Weird and Wry  ,,,,,,,
50281,The Spiderwick Chronicles,PS2,2008,Adventure,Sierra Entertainment  ,Stormfront Studios  ,,,,,,,
50282,The Stomping Land,PC,2014,Misc,Unknown  ,Unknown  ,,,,,,,
50283,The Story of a Star,And,2014,Misc,Bally Midway  ,Unknown  ,,,,,,,
50284,The Suffering: Ties That Bind,PC,2005,Action,Midway Games  ,Surreal Software  ,,,,,,,
50285,The Suite Life of Zack & Cody: Tipton Caper,GBA,2006,Action,Buena Vista  ,Artificial Mind and Movement  ,,,,,,,
50286,The Sum of All Fears,PS2,N/A,Shooter,Unknown  ,Red Storm Entertainment  ,,,,,,,
50287,The Sum of All Fears,PC,2002,Shooter,Ubisoft  ,Red Storm Entertainment  ,,,,,,,
50288,The Summoning,PC,1992,Role-Playing,SSI  ,Event Horizon Software  ,,,,,,,
50289,The Sun at Night,PC,2014,Action,Minicore Studios  ,Minicore Studios  ,,,,,,,
50290,The Super Aquatic Games starring The Aquabats,SNES,1993,Sports,Seika   ,Millenium Interactive  ,,,,,,,
50291,The Surfer,PS3,N/A,Sports,Unknown  ,Bungarra Software  ,,,,,,,
50292,The Surfer,PC,N/A,Sports,Unknown  ,Bungarra Software  ,,,,,,,
50293,The Swapper,PSV,2014,Misc,Curve Studios  ,Unknown  ,,,,,,,
50294,The Swapper,PS4,2014,Misc,Curve Studios  ,Unknown  ,,,,,,,
50295,The Swapper,PS3,2014,Misc,Curve Studios  ,Unknown  ,,,,,,,
50296,The Swapper,OSX,2014,Puzzle,Facepalm Games  ,Facepalm Games  ,,,,,,,
50297,The Swapper,WiiU,2014,Puzzle,Facepalm Games  ,Facepalm Games  ,,,,,,,
50298,The Swapper,Linux,2014,Puzzle,Facepalm Games  ,Facepalm Games  ,,,,,,,
50299,The Swindle,PC,N/A,Platform,Unknown  ,Size Five Games  ,,,,,,,
50300,The Sword of Etheria,PS2,2006,Action,Konami  ,Konami Computer Entertainment Tokyo  ,,,,,,,
50301,The Sword of Hope,GB,1991,Role-Playing,Seika   ,Kemco  ,,,,,,,
50302,The Sword of Hope,3DS,2011,Role-Playing,Kemco  ,Kemco  ,,,,,,,
50303,The Tale of Despereaux,PC,2008,Platform,Brash Entertainment  ,Sensory Sweep Studios  ,,,,,,,
50304,The Tales of Bearsworth Manor: Chaotic Conflicts,WW,2010,Puzzle,Square Enix  ,Square Enix  ,,,,,,,
50305,The Tales of Bearsworth Manor: Puzzling Pages,WW,2010,Puzzle,Square Enix  ,Square Enix  ,,,,,,,
50306,The Talos Principle,Linux,2014,Puzzle,Devolver Digital  ,Croteam  ,,,,,,,
50307,The Talos Principle,OSX,2014,Puzzle,Devolver Digital  ,Croteam  ,,,,,,,
50308,The Talos Principle,And,2015,Puzzle,Devolver Digital  ,Croteam  ,,,,,,,
50309,The Tekkyu Fight! Great Battle Gaiden,GB,1993,Action,Banpresto  ,Banpresto  ,,,,,,,
50310,The TEMPURA of the DEAD,XBL,2010,Action,Microsoft  ,JPN 8bits fanatics  ,,,,,,,
50311,The Tenpura of the Dead,XBL,N/A,Action,Unknown  ,8bits fanatics  ,,,,,,,
50312,The Terminator,NES,1992,Platform,Mindscape  ,Radical Entertainment  ,,,,,,,
50313,The Terminator,GG,1992,Platform,Virgin Interactive  ,Probe Entertainment Limited  ,,,,,,,
50314,The Terminator,SCD,1993,Platform,Virgin Interactive  ,Virgin Interactive  ,,,,,,,
50315,The Terminator,MS,1990,Platform,Virgin Interactive  ,Probe Entertainment Limited  ,,,,,,,
50316,The Terminator,GEN,1991,Platform,Virgin Interactive  ,Probe Entertainment Limited  ,,,,,,,
50317,The Terminator,SNES,1993,Platform,Mindscape  ,Mindscape Inc.  ,,,,,,,
50318,The Terminator,PSN,2010,Action,Big Head Games  ,Big Head Games  ,,,,,,,
50319,The Terminator,PC,1990,Action,Bethesda Softworks  ,"Media Technology, Inc.  ",,,,,,,
50320,The Terminator: Future Shock,PC,1995,Action,Bethesda Softworks  ,Bethesda Softworks LLC  ,,,,,,,
50321,The Third Courier,PC,N/A,Role-Playing,Unknown  ,"Synergistic Software, Inc.  ",,,,,,,
50322,The Third World War,SCD,1994,Strategy,Extreme Entertainment Group  ,Micronet  ,,,,,,,
50323,The Thirty Nine Steps,PC,2012,Adventure,Mamba Games  ,TBA  ,,,,,,,
50324,The Thirty Nine Steps,PS3,N/A,Adventure,Unknown  ,TBA  ,,,,,,,
50325,The Three Investigators,DS,N/A,Adventure,Unknown  ,TBD  ,,,,,,,
50326,The Three Musketeers: One for All!,WW,2009,Action,Legendo Entertainment  ,Legendo Entertainment  ,,,,,,,
50327,The Three Musketeers: One for All!,PC,2005,Action,Legendo Entertainment  ,Legendo Entertainment  ,,,,,,,
50328,The Three Stooges,NES,1989,Action,Activision  ,Beam Software  ,,,,,,,
50329,The Three Stooges,PS,2004,Action,Metro 3D  ,Flying Tiger Development  ,,,,,,,
50330,The Three Stooges: Treasure Hunt Hijinks,PC,2008,Puzzle,eGames  ,eGames  ,,,,,,,
50331,The Tick,GEN,1994,Action,Fox Interactive  ,Fox  ,,,,,,,
50332,The Tick,SNES,1994,Action,Fox Interactive  ,Fox  ,,,,,,,
50333,The Time Warp of Dr. Brain,PC,1996,Adventure,Sierra Entertainment  ,Sierra Entertainment  ,,,,,,,
50334,The Tomorrow Children,PS4,2016,Strategy,Sony Interactive Entertainment  ,Q Games  ,,,,,,,
50335,The Tower,3DO,1996,Strategy,Open Book  ,Open Book  ,,,,,,,
50336,The Tower,SAT,1996,Strategy,Open Book  ,Open Book  ,,,,,,,
50337,The Tower,PC,2014,Adventure,Unknown  ,Unknown  ,,,,,,,
50338,The Tower DS,DS,2008,Strategy,DigiToys  ,DigiToys  ,,,,,,,
50339,The Tower DS Classic,DSiW,2009,Strategy,DigiToys  ,DigiToys  ,,,,,,,
50340,The Tower DS: Kougai Ekimae Ichiba ni Idome!! Kyodai Shopping Center Hen,DSiW,2009,Strategy,DigiToys  ,DigiToys  ,,,,,,,
50341,The Tower DS: Ura Roji no Nitouchi ni Ichiryuu Hotel o Kensetsuseyo!! Hen,DSiW,2009,Strategy,DigiToys  ,DigiToys  ,,,,,,,
50342,The Tower of Druaga,GC,2003,Role-Playing,Namco  ,Namco  ,,,,,,,
50343,The Tower of Druaga,NES,1985,Role-Playing,Namco  ,Namco  ,,,,,,,
50344,The Tower of Druaga,VC,2007,Role-Playing,Namco Bandai  ,Namco  ,,,,,,,
50345,The Tower of Druaga,GB,1990,Role-Playing,Namco  ,Angel Studios  ,,,,,,,
50346,The Tower of Druaga,PCE,1992,Role-Playing,Namco  ,Game Studio  ,,,,,,,
50347,The Tower of Druaga (Arcade),VC,2009,Action,Namco Bandai  ,Namco  ,,,,,,,
50348,The Towers of Cedrick,XBL,2009,Puzzle,Microsoft  ,wizlon  ,,,,,,,
50349,The Town of Light,PC,2017,Adventure,THQ Nordic  ,LKA  ,,,,,,,
50350,The Train Giant,PC,N/A,Misc,Unknown  ,Unknown  ,,,,,,,
50351,The Train: Escape to Normandy,PC,1988,Action,Accolade  ,"Artech Digital Entertainments, Inc.  ",,,,,,,
50352,The Trash Pack,DS,2012,Misc,Activision  ,Unknown  ,,,,,,,
50353,The Trash Pack,3DS,2012,Misc,Activision  ,Unknown  ,,,,,,,
50354,The Traveller,DSiW,N/A,Action,Unknown  ,AGENIUS Interactive AS  ,,,,,,,
50355,The Treasures of Montezuma,PSN,N/A,Puzzle,Unknown  ,"Alawar Entertainment, Inc.  ",,,,,,,
50356,The Treasures of Montezuma 3,PC,2011,Misc,Alawar Entertainment  ,Unknown  ,,,,,,,
50357,The Treasures of Montezuma 3,OSX,2011,Misc,Alawar Entertainment  ,Unknown  ,,,,,,,
50358,The Treasures of Montezuma 3,And,2012,Misc,Alawar Entertainment  ,Unknown  ,,,,,,,
50359,The Trials of Topoq,PSN,2007,Puzzle,Sony Computer Entertainment  ,SCEE London Studio  ,,,,,,,
50360,The Tribez,BRW,2012,Misc,"Game Insight, LLC  ",Unknown  ,,,,,,,
50361,The Tribez,And,2012,Misc,"Game Insight, LLC  ",Unknown  ,,,,,,,
50362,The Tribez & Castlez,And,2014,Misc,"Game Insight, LLC  ",Unknown  ,,,,,,,
50363,The Twisted Tales of Spike McFang,SNES,1994,Role-Playing,Bullet Proof Software  ,RED Company  ,,,,,,,
50364,The Typing of the Dead 2,PC,2008,Shooter,Sega  ,WOW Overworks  ,,,,,,,
50365,The Typing of the Dead: Zombie Panic,PS2,2004,Shooter,Sega  ,Smilebit  ,,,,,,,
50366,The Ugly Duckling Games by eBo,WiiU,2015,Misc,Line One Games  ,Unknown  ,,,,,,,
50367,The Ugly Duckling Games by eBo,PC,2014,Misc,Line One Games  ,Unknown  ,,,,,,,
50368,The Ugly Duckling Games by eBo,Linux,2014,Misc,Line One Games  ,Unknown  ,,,,,,,
50369,The Ugly Duckling Games by eBo,OSX,2014,Misc,Line One Games  ,Unknown  ,,,,,,,
50370,The Ugly Duckling Interactive Game Book,And,2015,Misc,Lyn And Line LLC  ,Unknown  ,,,,,,,
50371,The Ugly Duckling Interactive Game Book,OSX,2014,Misc,Lyn And Line LLC  ,Unknown  ,,,,,,,
50372,The Ugly Duckling Interactive Game Book,PC,2014,Misc,Lyn And Line LLC  ,Unknown  ,,,,,,,
50373,The Ultimate Doom,PC,1995,Shooter,GT Interactive  ,id Software  ,,,,,,,
50374,The Ultimate Haunted House,PC,N/A,Adventure,Unknown  ,Byron Preiss Multimedia  ,,,,,,,
50375,The Ultimate Stuntman,NES,1990,Action,Camerica  ,Codemasters  ,,,,,,,
