,Name,Platform,meta_score,meta_UserReview,Year,Genre,Publisher,Developer,vg_critic_score,vg_user_score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
0,SoulCalibur,DC,98.0,8.4,1999,Fighting,Namco  ,Namco  ,9.6,,0.0,0.0,0.5830951894845301,0.0,0.5830951894845301
1,NFL 2K1,DC,97.0,6.2,2000,Sports,Sega  ,Visual Concepts  ,9.6,,1.0099504938362078,0.22360679774997896,0.0,0.1414213562373095,1.044030650891055
2,The Orange Box,PC,96.0,9.3,2007,Shooter,Electronic Arts  ,Valve Software  ,9.7,,0.0,0.33166247903553997,0.0,0.1414213562373095,0.37416573867739417
3,BioShock,PC,96.0,8.6,2007,Shooter,2K Games  ,2K Australia / 2K Boston  ,9.6,,0.1,0.6244997998398398,0.0,0.1,0.6403124237432849
4,Tony Hawk's Pro Skater 2,GBA,95.0,6.9,2001,Sports,Activision  ,Vicarious Visions  ,8.9,,0.9219544457292888,0.5567764362830022,0.0,0.1414213562373095,1.0862780491200215
5,Portal 2,PC,95.0,9.1,2011,Shooter,Valve  ,Valve Software  ,9.7,,0.5744562646538028,0.5744562646538028,0.0,0.31622776601683794,0.8660254037844386
6,Metal Gear Solid V: The Phantom Pain,XOne,95.0,7.5,2015,Action,Konami Digital Entertainment  ,Kojima Productions  ,,,0.7,0.5,0.1414213562373095,0.2645751311064591,0.9110433579144299
7,Mass Effect 2,PC,94.0,8.9,2010,Role-Playing,Electronic Arts  ,BioWare Corp.  ,9.6,,0.1,0.565685424949238,0.0,0.22360679774997896,0.6244997998398398
8,Grand Theft Auto: Vice City,PC,94.0,8.8,2003,Action,Rockstar Games  ,Rockstar North  ,9.0,,0.0,0.17320508075688773,0.0,0.0,0.2
9,BioShock Infinite,PC,94.0,8.6,2013,Shooter,2K Games  ,Irrational Games  ,,,0.5477225575051661,0.5567764362830022,0.0,0.22360679774997896,0.812403840463596
10,Ninja Gaiden Black,XB,94.0,8.8,2005,Action,Tecmo  ,Team Ninja  ,9.5,,0.2645751311064591,0.1414213562373095,0.0,0.0,0.3
11,The Elder Scrolls IV: Oblivion,PC,94.0,8.2,2009,Role-Playing,Take-Two Interactive  ,Bethesda Softworks  ,9.2,,0.1,0.458257569495584,0.0,0.2,0.5
12,Metal Gear Solid 3: Subsistence,PS2,94.0,9.1,2006,Action,Konami  ,Kojima Productions  ,9.4,,0.5830951894845301,0.1,0.3872983346207417,0.2449489742783178,0.7416198487095663
13,Sid Meier's Civilization IV,PC,94.0,8.2,2005,Strategy,2K Games  ,Firaxis Games  ,9.4,,0.1414213562373095,0.34641016151377546,0.0,0.1414213562373095,0.4
14,The Witcher 3: Wild Hunt,PC,93.0,9.4,2015,Role-Playing,Warner Bros. Interactive Entertainment  ,CD Projekt Red Studio  ,,,0.5385164807134504,0.7416198487095663,0.0,0.2645751311064591,0.9539392014169457
15,Company of Heroes,PC,93.0,8.7,2006,Strategy,THQ  ,Relic  ,9.4,,0.0,0.2,0.0,0.0,0.2
16,Street Fighter Alpha 3,PS,93.0,8.6,1999,Fighting,Capcom  ,Capcom  ,8.4,,0.6164414002968976,0.34641016151377546,0.714142842854285,0.1414213562373095,1.014889156509222
17,Tony Hawk's Pro Skater 3,XB,93.0,7.7,2002,Sports,Activision  ,Neversoft Entertainment  ,,,0.5830951894845301,0.4242640687119285,0.0,0.1414213562373095,0.7416198487095663
18,Unreal Tournament 2004,PC,93.0,8.8,2004,Shooter,Atari  ,Epic Games  ,9.4,,0.0,0.1414213562373095,0.0,0.0,0.1414213562373095
19,Undertale,NS,93.0,8.2,2018,Role-Playing,4-Aug,Toby Fox  ,9.0,,0.0,0.0,0.1414213562373095,0.0,0.1414213562373095
20,Grand Theft Auto III,PC,93.0,8.2,2002,Action,Rockstar Games  ,DMA Design  ,9.1,,0.0,0.1,0.0,0.0,0.1
21,Homeworld,PC,93.0,8.8,1999,Strategy,Sierra Entertainment  ,Relic  ,9.1,,0.0,0.1414213562373095,0.0,0.0,0.1414213562373095
22,Okami,PS2,93.0,9.1,2006,Adventure,Capcom  ,Clover Studio  ,9.4,9.0,0.33166247903553997,0.17320508075688773,0.3872983346207417,0.5830951894845301,0.7937253933193772
23,Skies of Arcadia,DC,93.0,8.9,2000,Role-Playing,Sega  ,Overworks  ,9.2,,0.0,0.0,0.3,0.0,0.3
24,Rock Band 3,X360,93.0,8.0,2010,Misc,MTV Games  ,Harmonix Music Systems  ,9.4,,0.8544003745317531,0.3,0.0,0.2449489742783178,0.938083151964686
25,Star Wars: Knights of the Old Republic,PC,93.0,9.0,2003,Role-Playing,LucasArts  ,BioWare Corp.  ,,,0.1,0.33166247903553997,0.0,0.1414213562373095,0.37416573867739417
26,Virtua Fighter 4: Evolution,PS2,93.0,8.7,2003,Fighting,Sega  ,Sega-AM2  ,8.9,,0.5916079783099616,0.5196152422706632,0.0,0.3,0.8426149773176358
27,Grand Theft Auto: San Andreas,PC,93.0,8.9,2005,Action,Rockstar Games  ,Rockstar North  ,9.4,,0.0,0.9643650760992956,0.0,0.2,0.9848857801796105
28,Prince of Persia: The Sands of Time,XB,92.0,8.0,2003,Adventure,Ubisoft  ,Ubisoft Montreal  ,9.0,,0.7549834435270749,0.5744562646538028,0.0,0.2,0.9695359714832658
29,Call of Duty 4: Modern Warfare,PC,92.0,8.5,2007,Shooter,Activision  ,Infinity Ward  ,9.3,,0.0,1.0583005244258363,0.0,0.17320508075688773,1.0723805294763609
30,Warcraft III: Reign of Chaos,PC,92.0,9.2,2002,Strategy,Blizzard Entertainment  ,Blizzard Entertainment  ,9.3,,0.17320508075688773,0.31622776601683794,0.0,0.1,0.37416573867739417
31,The Sims,PC,92.0,7.9,2000,Simulation,Maxis  ,Maxis  ,8.9,,0.1,0.17320508075688773,0.0,0.0,0.22360679774997896
32,Rock Band 2,Wii,92.0,7.2,2008,Misc,MTV Games  ,Harmonix Music Systems  ,9.0,,0.9643650760992956,0.1,0.0,0.282842712474619,1.0099504938362078
33,Forza Motorsport,XB,92.0,7.6,2005,Racing,Microsoft Game Studios  ,Turn 10 Studios  ,9.2,,0.7211102550927979,0.714142842854285,0.0,0.1414213562373095,1.02469507659596
34,Madden NFL 2004,XB,92.0,7.6,2003,Sports,EA Sports  ,EA Tiburon  ,,,1.0099504938362078,0.1414213562373095,0.0,0.22360679774997896,1.044030650891055
35,Advance Wars,GBA,92.0,8.9,2001,Strategy,Nintendo  ,Intelligent Systems  ,9.4,,0.7071067811865476,0.43588989435406733,0.0,0.1,0.8366600265340756
36,Vagrant Story,PS,92.0,9.0,2000,Role-Playing,Square EA  ,SquareSoft  ,9.3,,0.5477225575051661,0.4472135954999579,0.5477225575051661,0.2449489742783178,0.9327379053088815
37,Undertale,PS4,92.0,7.1,2017,Role-Playing,Toby Fox  ,Toby Fox  ,,,0.0,0.0,0.1,0.0,0.1
38,Madden NFL 2003,XB,92.0,7.3,2002,Sports,EA Sports  ,EA Tiburon  ,,,0.8185352771872451,0.1414213562373095,0.0,0.17320508075688773,0.8426149773176358
39,Rome: Total War,PC,92.0,9.0,2004,Strategy,Activision  ,The Creative Assembly  ,9.0,,0.0,0.3,0.0,0.1,0.33166247903553997
40,SSX 3,XB,92.0,8.3,2003,Sports,EA Sports BIG   ,EA Canada  ,,,0.5385164807134504,0.282842712474619,0.0,0.1,0.6244997998398398
41,SoulCalibur II,XB,92.0,8.8,2003,Fighting,Namco  ,Namco  ,,,0.8831760866327847,0.4242640687119285,0.17320508075688773,0.0,1.0
42,Thief: The Dark Project,PC,92.0,9.0,1998,Shooter,Eidos Interactive  ,Looking Glass Studios  ,9.3,,0.0,0.1,0.0,0.0,0.1
43,Age of Empires II: The Age of Kings,PC,92.0,9.1,1999,Strategy,Microsoft  ,Ensemble Studios  ,9.3,,0.1,0.282842712474619,0.0,0.1,0.3
44,The Walking Dead: A Telltale Games Series,X360,92.0,8.6,2012,Adventure,Telltale Games  ,Telltale Games  ,,,0.7416198487095663,0.36055512754639896,0.0,0.2645751311064591,0.8717797887081347
45,Bayonetta 2,NS,92.0,8.5,2018,Action,Nintendo  ,PlatinumGames  ,9.5,,0.5099019513592785,0.4472135954999579,0.2645751311064591,0.2,0.7549834435270749
46,Xenoblade Chronicles,Wii,92.0,9.1,2012,Role-Playing,Nintendo  ,Monolith Soft  ,9.3,,0.6557438524302001,0.5,0.4,0.2645751311064591,0.9591663046625439
47,Conker's Bad Fur Day,N64,92.0,8.9,2001,Platform,Rare  ,Rare Ltd.  ,9.2,,0.7280109889280518,0.469041575982343,0.0,0.1414213562373095,0.8774964387392122
48,Rayman Origins,Wii,92.0,8.6,2011,Platform,Ubisoft  ,Ubisoft  ,9.5,,0.458257569495584,0.5291502622129182,0.0,0.2449489742783178,0.7416198487095663
49,Final Fantasy VI Advance,GBA,92.0,8.7,2007,Role-Playing,Nintendo  ,Square Enix  ,9.1,,0.0,0.0,0.5291502622129182,0.1,0.5291502622129182
50,Rayman Legends,WiiU,92.0,8.8,2013,Platform,Ubisoft  ,Ubisoft Montpellier  ,9.5,,0.5,0.5916079783099616,0.17320508075688773,0.22360679774997896,0.8246211251235321
51,Super Street Fighter IV,X360,91.0,7.7,2010,Fighting,Capcom  ,Capcom / Dimps Corporation  ,9.2,,0.7280109889280518,0.458257569495584,0.2645751311064591,0.2645751311064591,0.938083151964686
52,Dark Souls II,X360,91.0,7.9,2015,Role-Playing,Namco Bandai Games  ,From Software  ,,,0.7,0.43588989435406733,0.1,0.2645751311064591,0.8660254037844386
53,Dishonored,PC,91.0,8.5,2013,Action,Bethesda Softworks  ,Arkane Studios  ,,,0.5196152422706632,0.43588989435406733,0.0,0.22360679774997896,0.714142842854285
54,ESPN NFL Football,PS2,91.0,8.5,2003,Sports,Sega  ,Visual Concepts  ,,,0.5196152422706632,0.458257569495584,0.0,0.2645751311064591,0.7483314773547883
55,Rock Band 3,Wii,91.0,6.9,2010,Misc,MTV Games  ,Harmonix Music Systems  ,9.2,,0.7280109889280518,0.2449489742783178,0.0,0.22360679774997896,0.8
56,Overwatch,PC,91.0,6.5,2016,Shooter,Blizzard Entertainment  ,Blizzard Entertainment  ,9.5,,0.6082762530298219,0.6928203230275509,0.0,0.2645751311064591,0.9591663046625439
57,Bayonetta 2,WiiU,91.0,8.9,2014,Action,Nintendo  ,PlatinumGames  ,9.3,,0.6082762530298219,0.565685424949238,0.31622776601683794,0.2449489742783178,0.9273618495495703
58,Rock Band 3,PS3,91.0,8.1,2010,Misc,MTV Games  ,Harmonix Music Systems  ,9.2,,0.6557438524302001,0.3,0.0,0.2449489742783178,0.7549834435270749
59,Klonoa 2: Lunatea's Veil,PS2,91.0,8.6,2001,Platform,Namco  ,Namco  ,9.4,,0.34641016151377546,0.31622776601683794,0.282842712474619,0.17320508075688773,0.5744562646538028
60,IL-2 Sturmovik,PC,91.0,8.7,2001,Simulation,Ubisoft  ,1C Maddox Games  ,,,0.0,0.1,0.0,0.0,0.1
61,Colony Wars,PS,91.0,8.3,1997,Simulation,Psygnosis  ,Psygnosis  ,8.8,,0.4898979485566356,0.4,0.0,0.17320508075688773,0.648074069840786
62,Metal Gear Solid V: The Phantom Pain,PC,91.0,7.8,2015,Action,Konami Digital Entertainment  ,Kojima Productions  ,,,0.0,0.282842712474619,0.0,0.0,0.3
63,Shadow of the Colossus,PS2,91.0,9.1,2005,Adventure,Sony Computer Entertainment  ,Team ICO  ,9.1,9.4,0.8831760866327847,0.17320508075688773,0.4472135954999579,0.36055512754639896,1.0677078252031311
64,Tom Clancy's Splinter Cell,PC,91.0,8.5,2003,Shooter,Ubisoft  ,Ubisoft  ,,,0.0,0.0,0.0,0.0,0.1
65,Crysis,PC,91.0,8.1,2007,Shooter,Electronic Arts  ,Crytek  ,9.2,8.5,0.0,0.8306623862918074,0.0,0.1414213562373095,0.8426149773176358
66,MLB 10: The Show,PS3,91.0,8.2,2010,Sports,Sony Computer Entertainment  ,SCEA San Diego Studios  ,8.6,,0.8185352771872451,0.0,0.0,0.2449489742783178,0.8544003745317531
67,Tiger Woods PGA Tour 2005,PC,91.0,3.8,2004,Sports,EA Sports  ,Headgate Studios  ,,,0.0,0.1,0.0,0.0,0.1
68,ESPN NFL Football,XB,91.0,7.8,2003,Sports,Sega  ,Visual Concepts  ,,,0.5196152422706632,0.282842712474619,0.0,0.1,0.6
69,The Longest Journey,PC,91.0,8.7,2000,Adventure,Funcom   ,Funcom  ,8.7,,0.0,0.1,0.0,0.0,0.1414213562373095
70,Batman: Arkham Asylum,PC,91.0,8.6,2009,Action,Eidos Interactive  ,Rocksteady Studios  ,9.3,,0.0,0.5291502622129182,0.0,0.2,0.565685424949238
71,Battlefield 2,PC,91.0,8.4,2005,Shooter,Electronic Arts  ,Digital Illusions CE  ,9.0,,0.0,0.2645751311064591,0.0,0.1,0.282842712474619
72,Street Fighter IV,PC,91.0,7.8,2009,Fighting,Capcom  ,Capcom / Dimps Corporation  ,9.1,,0.2645751311064591,0.22360679774997896,0.0,0.1414213562373095,0.36055512754639896
73,Fallout 3,PC,91.0,7.8,2008,Role-Playing,Bethesda Softworks  ,Bethesda Game Studios  ,9.0,,0.1414213562373095,0.938083151964686,0.0,0.2645751311064591,0.9899494936611666
74,Batman: Arkham City,PC,91.0,8.7,2011,Action,Warner Bros. Interactive  ,Rocksteady Studios  ,9.0,,0.4,0.5291502622129182,0.0,0.282842712474619,0.7211102550927979
75,Planescape: Torment,PC,91.0,9.2,1999,Role-Playing,Interplay  ,Black Isle Studios  ,8.8,,0.1,0.1414213562373095,0.0,0.0,0.17320508075688773
76,Neverwinter Nights,PC,91.0,8.2,2002,Role-Playing,Atari  ,BioWare Corp.  ,8.7,,0.0,0.17320508075688773,0.0,0.0,0.17320508075688773
77,Castlevania: Aria of Sorrow,GBA,91.0,8.9,2003,Platform,Konami  ,KCET  ,8.8,,0.4472135954999579,0.2645751311064591,0.0,0.0,0.5291502622129182
78,Legacy of Kain: Soul Reaver,PS,91.0,9.0,1999,Adventure,Eidos Interactive  ,Crystal Dynamics  ,8.9,,0.7615773105863908,0.6324555320336759,0.0,0.2645751311064591,1.019803902718557
79,Dragon Age: Origins,PC,91.0,8.8,2009,Role-Playing,Electronic Arts  ,BioWare Corp.  ,9.1,,0.0,0.6782329983125268,0.0,0.2,0.7071067811865476
80,Rayman Legends,PS3,91.0,8.7,2013,Platform,Ubisoft  ,Ubisoft Montpellier  ,,,0.37416573867739417,0.6164414002968976,0.0,0.3,0.7810249675906654
81,Dark Souls II,PC,91.0,7.2,2014,Role-Playing,Namco Bandai Games  ,From Software  ,,,0.3,0.282842712474619,0.0,0.1414213562373095,0.43588989435406733
82,Castlevania: Circle of the Moon,GBA,91.0,8.3,2001,Platform,Konami  ,KCEK  ,8.9,,0.7745966692414834,0.469041575982343,0.22360679774997896,0.1414213562373095,0.9433981132056604
83,Call of Duty,PC,91.0,8.4,2003,Shooter,Activision  ,Infinity Ward  ,7.0,,0.0,0.1,0.0,0.0,0.1
84,The Sims 2,PC,90.0,8.7,2004,Simulation,Electronic Arts  ,Maxis  ,8.9,,0.1414213562373095,0.4898979485566356,0.0,0.17320508075688773,0.5385164807134504
85,Half-Life 2,XB,90.0,8.4,2005,Shooter,Electronic Arts  ,Valve Software  ,8.9,,0.6082762530298219,0.458257569495584,0.0,0.17320508075688773,0.7810249675906654
86,NCAA Football 2003,XB,90.0,7.3,2002,Sports,EA Sports  ,EA Tiburon  ,,,0.6244997998398398,0.33166247903553997,0.0,0.1414213562373095,0.7211102550927979
87,Rayman 2: The Great Escape,N64,90.0,8.8,1999,Platform,Ubisoft  ,Ubisoft  ,9.0,,0.6324555320336759,0.469041575982343,0.0,0.1414213562373095,0.8
88,Bayonetta,X360,90.0,8.1,2010,Action,Sega  ,PlatinumGames  ,8.9,9.5,0.714142842854285,0.5,0.3,0.282842712474619,0.9643650760992956
89,ICO,PS2,90.0,8.8,2001,Adventure,Sony Computer Entertainment  ,Team ICO  ,8.8,,0.47958315233127197,0.4242640687119285,0.0,0.2449489742783178,0.6855654600401044
90,World of Goo,PC,90.0,8.4,2008,Puzzle,Take-Two Interactive  ,2D Boy  ,9.0,,0.0,0.17320508075688773,0.0,0.1,0.17320508075688773
91,Shovel Knight,PS4,90.0,7.7,2015,Platform,Yacht Club Games  ,Yacht Club Games  ,,,0.282842712474619,0.2,0.0,0.1414213562373095,0.37416573867739417
92,Marvel vs. Capcom 2,DC,90.0,8.8,2000,Fighting,Capcom  ,Capcom  ,9.0,,0.0,0.0,0.37416573867739417,0.0,0.37416573867739417
93,Black & White,PC,90.0,7.7,2001,Strategy,Electronic Arts  ,Lionhead Studios  ,9.3,,0.0,0.2,0.0,0.0,0.2
94,Portal,PC,90.0,9.2,2008,Shooter,Valve Corporation  ,Valve Software  ,9.0,,0.0,0.0,0.0,0.0,0.1
95,Tony Hawk's Pro Skater 3,GBA,90.0,7.0,2002,Sports,Activision  ,Vicarious Visions  ,,,0.6082762530298219,0.37416573867739417,0.0,0.1,0.7211102550927979
96,Advance Wars: Dual Strike,DS,90.0,8.8,2005,Strategy,Nintendo  ,Intelligent Systems  ,9.0,,0.5477225575051661,0.17320508075688773,0.2,0.17320508075688773,0.6244997998398398
97,MLB 11: The Show,PS3,90.0,8.0,2011,Sports,Sony Computer Entertainment  ,SCEA San Diego Studios  ,8.9,,0.7416198487095663,0.0,0.0,0.22360679774997896,0.7681145747868608
98,Monster Hunter: World,XOne,90.0,7.1,2018,Action,Capcom  ,Capcom  ,9.4,,0.8185352771872451,0.41231056256176607,0.0,0.3,0.9643650760992956
99,Burnout Revenge,PS2,90.0,8.9,2005,Racing,Electronic Arts  ,Criterion Games  ,9.0,,0.8660254037844386,0.17320508075688773,0.0,0.34641016151377546,0.9486832980505138
100,Deus Ex,PC,90.0,9.2,2000,Shooter,Eidos Interactive  ,Ion Storm  ,9.2,,0.0,0.1,0.0,0.0,0.1
101,Panzer Dragoon Orta,XB,90.0,8.4,2003,Shooter,Sega  ,Smilebit  ,8.8,,0.4,0.22360679774997896,0.2,0.1,0.5099019513592785
102,Braid,PC,90.0,8.6,2009,Platform,Number None  ,Number None Inc.  ,8.8,,0.0,0.17320508075688773,0.0,0.0,0.17320508075688773
103,Shin Megami Tensei: Persona 4,PS2,90.0,7.7,2008,Role-Playing,Atlus  ,Atlus  ,9.2,,0.5830951894845301,0.2,0.6,0.282842712474619,0.9055385138137416
104,MLB 09: The Show,PS3,90.0,8.1,2009,Sports,Sony Computer Entertainment  ,SCE San Diego Studio  ,8.9,,0.812403840463596,0.0,0.0,0.2449489742783178,0.848528137423857
105,Blast Corps,N64,90.0,8.3,1997,Action,Nintendo  ,Rare Ltd.  ,9.1,,0.6244997998398398,0.3,0.41231056256176607,0.2449489742783178,0.8426149773176358
106,Shovel Knight,3DS,90.0,8.3,2015,Platform,Yacht Club Games  ,Yacht Club Games  ,,,0.2449489742783178,0.2,0.1414213562373095,0.1,0.37416573867739417
107,MVP Baseball 2004,XB,90.0,7.8,2004,Sports,EA Sports  ,EA Sports  ,,,0.6633249580710799,0.36055512754639896,0.0,0.1414213562373095,0.7681145747868608
108,Tony Hawk's Pro Skater 4,XB,90.0,8.4,2002,Sports,Activision  ,Neversoft Entertainment  ,,,0.7681145747868608,0.5477225575051661,0.0,0.2,0.9643650760992956
109,Silent Hunter III,PC,90.0,7.8,2005,Simulation,Ubisoft  ,Ubisoft Romania  ,,,0.0,0.2645751311064591,0.0,0.1,0.282842712474619
110,Okami,Wii,90.0,8.8,2008,Adventure,Capcom  ,Ready at Dawn Studios  ,9.0,9.6,0.6557438524302001,0.3,0.2,0.22360679774997896,0.7745966692414834
111,Grand Theft Auto: Chinatown Wars,PSP,90.0,7.4,2009,Adventure,Rockstar Games  ,Rockstar Leeds  ,9.2,,0.5291502622129182,0.7071067811865476,0.17320508075688773,0.5196152422706632,1.0392304845413265
112,Okami HD,PS3,90.0,9.0,2012,Action-Adventure,Capcom  ,HexaDrive  ,,,0.0,0.0,0.37416573867739417,0.0,0.37416573867739417
113,Madden NFL 2002,XB,90.0,7.6,2001,Sports,EA Sports  ,EA Sports  ,,,0.7280109889280518,0.1414213562373095,0.0,0.17320508075688773,0.7615773105863908
114,Grandia II,DC,90.0,8.7,2000,Role-Playing,Ubisoft  ,Game Arts  ,8.6,,0.0,0.0,0.4472135954999579,0.0,0.4472135954999579
115,Falcon 4.0: Allied Force,PC,90.0,7.7,2005,Simulation,Graphsim Entertainment   ,Lead Pursuit  ,,,0.0,0.1414213562373095,0.0,0.0,0.1414213562373095
116,Deus Ex: Human Revolution,PC,90.0,8.5,2011,Shooter,Square Enix  ,Eidos Montreal  ,8.7,,0.5,0.5099019513592785,0.0,0.282842712474619,0.7615773105863908
117,XCOM: Enemy Unknown,X360,90.0,8.3,2012,Sports,2K Games  ,Firaxis Games  ,8.8,,0.6,0.469041575982343,0.0,0.2449489742783178,0.7937253933193772
118,World Soccer Winning Eleven 8 International,XB,90.0,7.7,2005,Sports,Konami  ,Konami Computer Entertainment Tokyo  ,,,0.2645751311064591,0.1414213562373095,0.0,0.0,0.3
119,TimeSplitters 2,PS2,90.0,8.7,2002,Shooter,Eidos Interactive  ,Free Radical Design  ,9.1,,0.5830951894845301,0.5196152422706632,0.0,0.3,0.8366600265340756
120,Metal Gear Solid HD Collection,X360,90.0,8.8,2011,Action,Konami Digital Entertainment  ,Bluepoint Games  ,,,0.648074069840786,0.469041575982343,0.0,0.2449489742783178,0.8366600265340756
121,Metal Gear Solid HD Collection,X360,90.0,8.8,2011,Action,Konami  ,Bluepoint Games  ,9.2,,0.5,0.31622776601683794,0.0,0.17320508075688773,0.6164414002968976
122,Viewtiful Joe,PS2,90.0,8.3,2004,Action,Capcom  ,Clover Studio  ,,,0.37416573867739417,0.33166247903553997,0.0,0.2,0.5291502622129182
123,NBA 2K2,XB,90.0,7.6,2002,Sports,Sega  ,Visual Concepts  ,,,0.3872983346207417,0.2,0.0,0.1,0.4472135954999579
124,Colin McRae Rally 2.0,PS,90.0,8.4,2000,Racing,Codemasters  ,Codemasters  ,8.3,,0.1414213562373095,0.8944271909999159,0.1414213562373095,0.2645751311064591,0.9539392014169457
125,Grand Theft Auto IV,PC,90.0,7.0,2008,Action,Rockstar Games  ,Rockstar Toronto  ,9.2,,0.1,0.8944271909999159,0.0,0.2449489742783178,0.9327379053088815
126,Empire: Total War,PC,90.0,7.0,2009,Strategy,Sega  ,The Creative Assembly  ,8.9,,0.1,0.9899494936611666,0.0,0.3,1.03440804327886
127,Rayman Legends,X360,90.0,8.2,2013,Platform,Ubisoft  ,Ubisoft Montpellier  ,,,0.43588989435406733,0.4898979485566356,0.0,0.2,0.6782329983125268
128,ESPN NHL Hockey,PS2,90.0,7.0,2003,Sports,Sega  ,Kush Games  ,,,0.33166247903553997,0.3,0.0,0.17320508075688773,0.47958315233127197
129,Halo 2 Multiplayer Map Pack,XB,89.0,7.9,2005,Shooter,Microsoft Game Studios  ,Bungie Studios  ,8.6,,0.7348469228349535,0.36055512754639896,0.0,0.1414213562373095,0.8306623862918074
130,Shin Megami Tensei: Persona 3 Portable,PSP,89.0,7.6,2010,Role-Playing,Atlus  ,Atlus Co.  ,8.9,,0.4242640687119285,0.2645751311064591,0.5830951894845301,0.22360679774997896,0.8
131,XCOM: Enemy Unknown,PS3,89.0,8.2,2012,Strategy,2K Games  ,Firaxis Games  ,9.1,,0.5,0.4898979485566356,0.0,0.31622776601683794,0.7681145747868608
132,Burnout Revenge,XB,89.0,8.5,2005,Action,Electronic Arts  ,Criterion Games  ,,,0.565685424949238,0.43588989435406733,0.0,0.1,0.7280109889280518
133,Metroid: Zero Mission,GBA,89.0,8.9,2004,Adventure,Nintendo  ,Nintendo R&D1  ,8.9,,0.7745966692414834,0.469041575982343,0.0,0.1,0.916515138991168
134,The Walking Dead: A Telltale Games Series,PC,89.0,8.8,2012,Adventure,Telltale Games  ,Telltale Games  ,,,0.0,0.17320508075688773,0.0,0.0,0.17320508075688773
135,Age of Mythology,PC,89.0,8.9,2002,Strategy,Microsoft Game Studios  ,Ensemble Studios  ,8.8,,0.1414213562373095,0.2449489742783178,0.0,0.1,0.282842712474619
136,Plants vs. Zombies,X360,89.0,8.4,2010,Strategy,PopCap Games  ,PopCap Games  ,8.9,,0.4898979485566356,0.0,0.0,0.1414213562373095,0.5196152422706632
137,Dead Cells,NS,89.0,8.4,2018,Action,Merge Games  ,Motion Twin  ,9.3,,0.282842712474619,0.1414213562373095,0.0,0.1,0.33166247903553997
138,Dark Souls III,PC,89.0,8.5,2016,Role-Playing,Namco Bandai Games  ,From Software  ,,,0.0,0.33166247903553997,0.0,0.1,0.33166247903553997
139,NBA Street V3,PS2,89.0,8.5,2005,Sports,EA Sports BIG   ,EA Canada  ,,,0.7211102550927979,0.6403124237432849,0.0,0.37416573867739417,1.0295630140987
140,Pillars of Eternity,PC,89.0,8.3,2014,Role-Playing,Obsidian Entertainment  ,Obsidian Entertainment  ,,,0.0,0.1414213562373095,0.0,0.0,0.1414213562373095
141,NHL 2K3,PS2,89.0,7.8,2002,Sports,Sega  ,Treyarch  ,,,0.31622776601683794,0.282842712474619,0.0,0.17320508075688773,0.458257569495584
142,Final Fantasy Chronicles,PS,89.0,8.9,2001,Role-Playing,Square  ,TOSE  ,9.2,,0.5385164807134504,0.4472135954999579,0.0,0.17320508075688773,0.7211102550927979
143,Left 4 Dead,PC,89.0,9.0,2008,Shooter,Valve Corporation  ,Valve Software  ,8.6,8.5,0.0,0.1414213562373095,0.0,0.0,0.1414213562373095
144,Left 4 Dead 2,PC,89.0,8.4,2009,Shooter,Valve  ,Certain Affinity / Valve Software  ,9.0,,0.0,0.565685424949238,0.0,0.2,0.6
145,F1 2017,PC,89.0,7.3,2017,Racing,Deep Silver  ,Codemasters  ,,,0.0,0.1414213562373095,0.0,0.0,0.1414213562373095
146,Jade Empire,XB,89.0,8.4,2005,Role-Playing,Microsoft Game Studios  ,BioWare Corp.  ,9.0,,0.6928203230275509,0.43588989435406733,0.0,0.17320508075688773,0.8366600265340756
147,NHL 2K3,XB,89.0,6.5,2002,Sports,Sega  ,Treyarch  ,,,0.3,0.1414213562373095,0.0,0.0,0.34641016151377546
148,NBA 2K3,PS2,89.0,7.8,2002,Sports,Sega  ,Visual Concepts  ,,,0.714142842854285,0.6324555320336759,0.0,0.36055512754639896,1.02469507659596
149,Phantasy Star Online,DC,89.0,8.4,2001,Role-Playing,Sega  ,Sonic Team  ,8.9,,0.0,0.0,0.4472135954999579,0.0,0.4472135954999579
150,Resident Evil 2,N64,89.0,8.8,1999,Action,Capcom  ,Angel Studios  ,9.0,,0.6244997998398398,0.3,0.2645751311064591,0.1,0.7483314773547883
151,Mass Effect,PC,89.0,8.6,2008,Role-Playing,Electronic Arts  ,BioWare / Demiurge Studios  ,9.1,,0.0,0.7681145747868608,0.0,0.2645751311064591,0.8185352771872451
152,Dark Souls,X360,89.0,8.7,2011,Role-Playing,Namco Bandai  ,From Software  ,9.1,,0.8,0.5196152422706632,0.0,0.3,0.99498743710662
153,NBA Street V3,XB,89.0,7.9,2005,Sports,EA Sports BIG   ,EA Canada  ,,,0.5291502622129182,0.17320508075688773,0.0,0.1,0.565685424949238
154,NCAA Football 2005,XB,89.0,7.8,2004,Sports,EA Sports  ,EA Tiburon  ,,,0.7937253933193772,0.1414213562373095,0.0,0.17320508075688773,0.8246211251235321
155,NHL 2002,XB,89.0,6.8,2001,Sports,EA Sports  ,EA Canada  ,,,0.4472135954999579,0.2449489742783178,0.0,0.1,0.5196152422706632
156,Tetris Effect,PS4,89.0,7.6,2018,Puzzle,Sony Interactive Entertainment  , Monstars Inc.   ,,,0.43588989435406733,0.1,0.1,0.22360679774997896,0.5
