fill,Name,Platform,meta_score,meta_UserReview,Year,Genre,Publisher,Developer,vg_critic_score,Global_Sales
0,SoulCalibur,DC,98.0,8.4,1999,Fighting,Namco  ,Namco  ,9.6,340000.0
1,NFL 2K1,DC,97.0,6.2,2000,Sports,Sega  ,Visual Concepts  ,9.6,1090000.0
2,The Orange Box,PC,96.0,9.3,2007,Shooter,Electronic Arts  ,Valve Software  ,9.7,140000.0
3,BioShock,PC,96.0,8.6,2007,Shooter,2K Games  ,2K Australia / 2K Boston  ,9.6,410000.0
4,Tony Hawk's Pro Skater 2,GBA,95.0,6.9,2001,Sports,Activision  ,Vicarious Visions  ,8.9,1180000.0
5,Portal 2,PC,95.0,9.1,2011,Shooter,Valve  ,Valve Software  ,9.7,750000.0
6,Metal Gear Solid V: The Phantom Pain,XOne,95.0,7.5,2015,Action,Konami Digital Entertainment  ,Kojima Productions  ,,830000.0
7,Mass Effect 2,PC,94.0,8.9,2010,Role-Playing,Electronic Arts  ,BioWare Corp.  ,9.6,390000.0
8,Grand Theft Auto: Vice City,PC,94.0,8.8,2003,Action,Rockstar Games  ,Rockstar North  ,9.0,40000.0
9,BioShock Infinite,PC,94.0,8.6,2013,Shooter,2K Games  ,Irrational Games  ,,660000.0
10,Ninja Gaiden Black,XB,94.0,8.8,2005,Action,Tecmo  ,Team Ninja  ,9.5,90000.0
11,The Elder Scrolls IV: Oblivion,PC,94.0,8.2,2009,Role-Playing,Take-Two Interactive  ,Bethesda Softworks  ,9.2,250000.0
12,Metal Gear Solid 3: Subsistence,PS2,94.0,9.1,2006,Action,Konami  ,Kojima Productions  ,9.4,550000.0
13,Sid Meier's Civilization IV,PC,94.0,8.2,2005,Strategy,2K Games  ,Firaxis Games  ,9.4,160000.0
14,The Witcher 3: Wild Hunt,PC,93.0,9.4,2015,Role-Playing,Warner Bros. Interactive Entertainment  ,CD Projekt Red Studio  ,,910000.0
15,Company of Heroes,PC,93.0,8.7,2006,Strategy,THQ  ,Relic  ,9.4,40000.0
16,Street Fighter Alpha 3,PS,93.0,8.6,1999,Fighting,Capcom  ,Capcom  ,8.4,1030000.0
17,Tony Hawk's Pro Skater 3,XB,93.0,7.7,2002,Sports,Activision  ,Neversoft Entertainment  ,,550000.0
18,Unreal Tournament 2004,PC,93.0,8.8,2004,Shooter,Atari  ,Epic Games  ,9.4,20000.0
19,Undertale,NS,93.0,8.2,2018,Role-Playing,4-Aug,Toby Fox  ,9.0,20000.0
20,Grand Theft Auto III,PC,93.0,8.2,2002,Action,Rockstar Games  ,DMA Design  ,9.1,10000.0
21,Homeworld,PC,93.0,8.8,1999,Strategy,Sierra Entertainment  ,Relic  ,9.1,20000.0
22,Okami,PS2,93.0,9.1,2006,Adventure,Capcom  ,Clover Studio  ,9.4,630000.0
23,Skies of Arcadia,DC,93.0,8.9,2000,Role-Playing,Sega  ,Overworks  ,9.2,90000.0
24,Rock Band 3,X360,93.0,8.0,2010,Misc,MTV Games  ,Harmonix Music Systems  ,9.4,880000.0
25,Star Wars: Knights of the Old Republic,PC,93.0,9.0,2003,Role-Playing,LucasArts  ,BioWare Corp.  ,,140000.0
26,Virtua Fighter 4: Evolution,PS2,93.0,8.7,2003,Fighting,Sega  ,Sega-AM2  ,8.9,710000.0
27,Grand Theft Auto: San Andreas,PC,93.0,8.9,2005,Action,Rockstar Games  ,Rockstar North  ,9.4,970000.0
28,Prince of Persia: The Sands of Time,XB,92.0,8.0,2003,Adventure,Ubisoft  ,Ubisoft Montreal  ,9.0,940000.0
29,Call of Duty 4: Modern Warfare,PC,92.0,8.5,2007,Shooter,Activision  ,Infinity Ward  ,9.3,1150000.0
30,Warcraft III: Reign of Chaos,PC,92.0,9.2,2002,Strategy,Blizzard Entertainment  ,Blizzard Entertainment  ,9.3,140000.0
31,The Sims,PC,92.0,7.9,2000,Simulation,Maxis  ,Maxis  ,8.9,50000.0
32,Rock Band 2,Wii,92.0,7.2,2008,Misc,MTV Games  ,Harmonix Music Systems  ,9.0,1020000.0
33,Forza Motorsport,XB,92.0,7.6,2005,Racing,Microsoft Game Studios  ,Turn 10 Studios  ,9.2,1050000.0
34,Madden NFL 2004,XB,92.0,7.6,2003,Sports,EA Sports  ,EA Tiburon  ,,1090000.0
35,Advance Wars,GBA,92.0,8.9,2001,Strategy,Nintendo  ,Intelligent Systems  ,9.4,700000.0
36,Vagrant Story,PS,92.0,9.0,2000,Role-Playing,Square EA  ,SquareSoft  ,9.3,870000.0
37,Undertale,PS4,92.0,7.1,2017,Role-Playing,Toby Fox  ,Toby Fox  ,,10000.0
38,Madden NFL 2003,XB,92.0,7.3,2002,Sports,EA Sports  ,EA Tiburon  ,,710000.0
39,Rome: Total War,PC,92.0,9.0,2004,Strategy,Activision  ,The Creative Assembly  ,9.0,110000.0
40,SSX 3,XB,92.0,8.3,2003,Sports,EA Sports BIG   ,EA Canada  ,,390000.0
41,SoulCalibur II,XB,92.0,8.8,2003,Fighting,Namco  ,Namco  ,,1000000.0
42,Thief: The Dark Project,PC,92.0,9.0,1998,Shooter,Eidos Interactive  ,Looking Glass Studios  ,9.3,10000.0
43,Age of Empires II: The Age of Kings,PC,92.0,9.1,1999,Strategy,Microsoft  ,Ensemble Studios  ,9.3,90000.0
44,The Walking Dead: A Telltale Games Series,X360,92.0,8.6,2012,Adventure,Telltale Games  ,Telltale Games  ,,760000.0
45,Bayonetta 2,NS,92.0,8.5,2018,Action,Nintendo  ,PlatinumGames  ,9.5,570000.0
46,Xenoblade Chronicles,Wii,92.0,9.1,2012,Role-Playing,Nintendo  ,Monolith Soft  ,9.3,920000.0
47,Conker's Bad Fur Day,N64,92.0,8.9,2001,Platform,Rare  ,Rare Ltd.  ,9.2,770000.0
48,Rayman Origins,Wii,92.0,8.6,2011,Platform,Ubisoft  ,Ubisoft  ,9.5,550000.0
49,Final Fantasy VI Advance,GBA,92.0,8.7,2007,Role-Playing,Nintendo  ,Square Enix  ,9.1,280000.0
50,Rayman Legends,WiiU,92.0,8.8,2013,Platform,Ubisoft  ,Ubisoft Montpellier  ,9.5,680000.0
51,Super Street Fighter IV,X360,91.0,7.7,2010,Fighting,Capcom  ,Capcom / Dimps Corporation  ,9.2,880000.0
52,Dark Souls II,X360,91.0,7.9,2015,Role-Playing,Namco Bandai Games  ,From Software  ,,750000.0
53,Dishonored,PC,91.0,8.5,2013,Action,Bethesda Softworks  ,Arkane Studios  ,,510000.0
54,ESPN NFL Football,PS2,91.0,8.5,2003,Sports,Sega  ,Visual Concepts  ,,560000.0
55,Rock Band 3,Wii,91.0,6.9,2010,Misc,MTV Games  ,Harmonix Music Systems  ,9.2,640000.0
56,Overwatch,PC,91.0,6.5,2016,Shooter,Blizzard Entertainment  ,Blizzard Entertainment  ,9.5,920000.0
57,Bayonetta 2,WiiU,91.0,8.9,2014,Action,Nintendo  ,PlatinumGames  ,9.3,860000.0
58,Rock Band 3,PS3,91.0,8.1,2010,Misc,MTV Games  ,Harmonix Music Systems  ,9.2,570000.0
59,Klonoa 2: Lunatea's Veil,PS2,91.0,8.6,2001,Platform,Namco  ,Namco  ,9.4,330000.0
60,IL-2 Sturmovik,PC,91.0,8.7,2001,Simulation,Ubisoft  ,1C Maddox Games  ,,10000.0
61,Colony Wars,PS,91.0,8.3,1997,Simulation,Psygnosis  ,Psygnosis  ,8.8,420000.0
62,Metal Gear Solid V: The Phantom Pain,PC,91.0,7.8,2015,Action,Konami Digital Entertainment  ,Kojima Productions  ,,90000.0
63,Shadow of the Colossus,PS2,91.0,9.1,2005,Adventure,Sony Computer Entertainment  ,Team ICO  ,9.1,1140000.0
64,Tom Clancy's Splinter Cell,PC,91.0,8.5,2003,Shooter,Ubisoft  ,Ubisoft  ,,10000.0
65,Crysis,PC,91.0,8.1,2007,Shooter,Electronic Arts  ,Crytek  ,9.2,710000.0
66,MLB 10: The Show,PS3,91.0,8.2,2010,Sports,Sony Computer Entertainment  ,SCEA San Diego Studios  ,8.6,730000.0
67,Tiger Woods PGA Tour 2005,PC,91.0,3.8,2004,Sports,EA Sports  ,Headgate Studios  ,,10000.0
68,ESPN NFL Football,XB,91.0,7.8,2003,Sports,Sega  ,Visual Concepts  ,,360000.0
69,The Longest Journey,PC,91.0,8.7,2000,Adventure,Funcom   ,Funcom  ,8.7,20000.0
70,Batman: Arkham Asylum,PC,91.0,8.6,2009,Action,Eidos Interactive  ,Rocksteady Studios  ,9.3,320000.0
71,Battlefield 2,PC,91.0,8.4,2005,Shooter,Electronic Arts  ,Digital Illusions CE  ,9.0,80000.0
72,Street Fighter IV,PC,91.0,7.8,2009,Fighting,Capcom  ,Capcom / Dimps Corporation  ,9.1,130000.0
73,Fallout 3,PC,91.0,7.8,2008,Role-Playing,Bethesda Softworks  ,Bethesda Game Studios  ,9.0,980000.0
74,Batman: Arkham City,PC,91.0,8.7,2011,Action,Warner Bros. Interactive  ,Rocksteady Studios  ,9.0,520000.0
75,Planescape: Torment,PC,91.0,9.2,1999,Role-Playing,Interplay  ,Black Isle Studios  ,8.8,30000.0
76,Neverwinter Nights,PC,91.0,8.2,2002,Role-Playing,Atari  ,BioWare Corp.  ,8.7,30000.0
77,Castlevania: Aria of Sorrow,GBA,91.0,8.9,2003,Platform,Konami  ,KCET  ,8.8,280000.0
78,Legacy of Kain: Soul Reaver,PS,91.0,9.0,1999,Adventure,Eidos Interactive  ,Crystal Dynamics  ,8.9,1040000.0
79,Dragon Age: Origins,PC,91.0,8.8,2009,Role-Playing,Electronic Arts  ,BioWare Corp.  ,9.1,500000.0
80,Rayman Legends,PS3,91.0,8.7,2013,Platform,Ubisoft  ,Ubisoft Montpellier  ,,610000.0
81,Dark Souls II,PC,91.0,7.2,2014,Role-Playing,Namco Bandai Games  ,From Software  ,,190000.0
82,Castlevania: Circle of the Moon,GBA,91.0,8.3,2001,Platform,Konami  ,KCEK  ,8.9,890000.0
83,Call of Duty,PC,91.0,8.4,2003,Shooter,Activision  ,Infinity Ward  ,7.0,10000.0
84,The Sims 2,PC,90.0,8.7,2004,Simulation,Electronic Arts  ,Maxis  ,8.9,290000.0
85,Half-Life 2,XB,90.0,8.4,2005,Shooter,Electronic Arts  ,Valve Software  ,8.9,610000.0
86,NCAA Football 2003,XB,90.0,7.3,2002,Sports,EA Sports  ,EA Tiburon  ,,520000.0
87,Rayman 2: The Great Escape,N64,90.0,8.8,1999,Platform,Ubisoft  ,Ubisoft  ,9.0,640000.0
88,Bayonetta,X360,90.0,8.1,2010,Action,Sega  ,PlatinumGames  ,8.9,930000.0
89,ICO,PS2,90.0,8.8,2001,Adventure,Sony Computer Entertainment  ,Team ICO  ,8.8,470000.0
90,World of Goo,PC,90.0,8.4,2008,Puzzle,Take-Two Interactive  ,2D Boy  ,9.0,30000.0
91,Shovel Knight,PS4,90.0,7.7,2015,Platform,Yacht Club Games  ,Yacht Club Games  ,,140000.0
92,Marvel vs. Capcom 2,DC,90.0,8.8,2000,Fighting,Capcom  ,Capcom  ,9.0,140000.0
93,Black & White,PC,90.0,7.7,2001,Strategy,Electronic Arts  ,Lionhead Studios  ,9.3,40000.0
94,Portal,PC,90.0,9.2,2008,Shooter,Valve Corporation  ,Valve Software  ,9.0,10000.0
95,Tony Hawk's Pro Skater 3,GBA,90.0,7.0,2002,Sports,Activision  ,Vicarious Visions  ,,520000.0
96,Advance Wars: Dual Strike,DS,90.0,8.8,2005,Strategy,Nintendo  ,Intelligent Systems  ,9.0,390000.0
97,MLB 11: The Show,PS3,90.0,8.0,2011,Sports,Sony Computer Entertainment  ,SCEA San Diego Studios  ,8.9,590000.0
98,Monster Hunter: World,XOne,90.0,7.1,2018,Action,Capcom  ,Capcom  ,9.4,930000.0
99,Burnout Revenge,PS2,90.0,8.9,2005,Racing,Electronic Arts  ,Criterion Games  ,9.0,900000.0
100,Deus Ex,PC,90.0,9.2,2000,Shooter,Eidos Interactive  ,Ion Storm  ,9.2,10000.0
101,Panzer Dragoon Orta,XB,90.0,8.4,2003,Shooter,Sega  ,Smilebit  ,8.8,260000.0
102,Braid,PC,90.0,8.6,2009,Platform,Number None  ,Number None Inc.  ,8.8,30000.0
103,Shin Megami Tensei: Persona 4,PS2,90.0,7.7,2008,Role-Playing,Atlus  ,Atlus  ,9.2,820000.0
104,MLB 09: The Show,PS3,90.0,8.1,2009,Sports,Sony Computer Entertainment  ,SCE San Diego Studio  ,8.9,720000.0
105,Blast Corps,N64,90.0,8.3,1997,Action,Nintendo  ,Rare Ltd.  ,9.1,710000.0
106,Shovel Knight,3DS,90.0,8.3,2015,Platform,Yacht Club Games  ,Yacht Club Games  ,,140000.0
107,MVP Baseball 2004,XB,90.0,7.8,2004,Sports,EA Sports  ,EA Sports  ,,590000.0
108,Tony Hawk's Pro Skater 4,XB,90.0,8.4,2002,Sports,Activision  ,Neversoft Entertainment  ,,930000.0
109,Silent Hunter III,PC,90.0,7.8,2005,Simulation,Ubisoft  ,Ubisoft Romania  ,,80000.0
110,Okami,Wii,90.0,8.8,2008,Adventure,Capcom  ,Ready at Dawn Studios  ,9.0,600000.0
111,Grand Theft Auto: Chinatown Wars,PSP,90.0,7.4,2009,Adventure,Rockstar Games  ,Rockstar Leeds  ,9.2,1080000.0
112,Okami HD,PS3,90.0,9.0,2012,Action-Adventure,Capcom  ,HexaDrive  ,,140000.0
113,Madden NFL 2002,XB,90.0,7.6,2001,Sports,EA Sports  ,EA Sports  ,,580000.0
114,Grandia II,DC,90.0,8.7,2000,Role-Playing,Ubisoft  ,Game Arts  ,8.6,200000.0
115,Falcon 4.0: Allied Force,PC,90.0,7.7,2005,Simulation,Graphsim Entertainment   ,Lead Pursuit  ,,20000.0
116,Deus Ex: Human Revolution,PC,90.0,8.5,2011,Shooter,Square Enix  ,Eidos Montreal  ,8.7,580000.0
117,XCOM: Enemy Unknown,X360,90.0,8.3,2012,Sports,2K Games  ,Firaxis Games  ,8.8,630000.0
118,World Soccer Winning Eleven 8 International,XB,90.0,7.7,2005,Sports,Konami  ,Konami Computer Entertainment Tokyo  ,,90000.0
119,TimeSplitters 2,PS2,90.0,8.7,2002,Shooter,Eidos Interactive  ,Free Radical Design  ,9.1,700000.0
120,Metal Gear Solid HD Collection,X360,90.0,8.8,2011,Action,Konami Digital Entertainment  ,Bluepoint Games  ,,700000.0
121,Metal Gear Solid HD Collection,X360,90.0,8.8,2011,Action,Konami  ,Bluepoint Games  ,9.2,380000.0
122,Viewtiful Joe,PS2,90.0,8.3,2004,Action,Capcom  ,Clover Studio  ,,280000.0
123,NBA 2K2,XB,90.0,7.6,2002,Sports,Sega  ,Visual Concepts  ,,200000.0
124,Colin McRae Rally 2.0,PS,90.0,8.4,2000,Racing,Codemasters  ,Codemasters  ,8.3,910000.0
125,Grand Theft Auto IV,PC,90.0,7.0,2008,Action,Rockstar Games  ,Rockstar Toronto  ,9.2,870000.0
126,Empire: Total War,PC,90.0,7.0,2009,Strategy,Sega  ,The Creative Assembly  ,8.9,1070000.0
127,Rayman Legends,X360,90.0,8.2,2013,Platform,Ubisoft  ,Ubisoft Montpellier  ,,460000.0
128,ESPN NHL Hockey,PS2,90.0,7.0,2003,Sports,Sega  ,Kush Games  ,,230000.0
129,Halo 2 Multiplayer Map Pack,XB,89.0,7.9,2005,Shooter,Microsoft Game Studios  ,Bungie Studios  ,8.6,690000.0
130,Shin Megami Tensei: Persona 3 Portable,PSP,89.0,7.6,2010,Role-Playing,Atlus  ,Atlus Co.  ,8.9,640000.0
131,XCOM: Enemy Unknown,PS3,89.0,8.2,2012,Strategy,2K Games  ,Firaxis Games  ,9.1,590000.0
132,Burnout Revenge,XB,89.0,8.5,2005,Action,Electronic Arts  ,Criterion Games  ,,530000.0
133,Metroid: Zero Mission,GBA,89.0,8.9,2004,Adventure,Nintendo  ,Nintendo R&D1  ,8.9,840000.0
134,The Walking Dead: A Telltale Games Series,PC,89.0,8.8,2012,Adventure,Telltale Games  ,Telltale Games  ,,30000.0
135,Age of Mythology,PC,89.0,8.9,2002,Strategy,Microsoft Game Studios  ,Ensemble Studios  ,8.8,80000.0
136,Plants vs. Zombies,X360,89.0,8.4,2010,Strategy,PopCap Games  ,PopCap Games  ,8.9,270000.0
137,Dead Cells,NS,89.0,8.4,2018,Action,Merge Games  ,Motion Twin  ,9.3,110000.0
138,Dark Souls III,PC,89.0,8.5,2016,Role-Playing,Namco Bandai Games  ,From Software  ,,110000.0
139,NBA Street V3,PS2,89.0,8.5,2005,Sports,EA Sports BIG   ,EA Canada  ,,1060000.0
140,Pillars of Eternity,PC,89.0,8.3,2014,Role-Playing,Obsidian Entertainment  ,Obsidian Entertainment  ,,20000.0
141,NHL 2K3,PS2,89.0,7.8,2002,Sports,Sega  ,Treyarch  ,,210000.0
142,Final Fantasy Chronicles,PS,89.0,8.9,2001,Role-Playing,Square  ,TOSE  ,9.2,520000.0
143,Left 4 Dead,PC,89.0,9.0,2008,Shooter,Valve Corporation  ,Valve Software  ,8.6,20000.0
144,Left 4 Dead 2,PC,89.0,8.4,2009,Shooter,Valve  ,Certain Affinity / Valve Software  ,9.0,360000.0
145,F1 2017,PC,89.0,7.3,2017,Racing,Deep Silver  ,Codemasters  ,,20000.0
146,Jade Empire,XB,89.0,8.4,2005,Role-Playing,Microsoft Game Studios  ,BioWare Corp.  ,9.0,700000.0
147,NHL 2K3,XB,89.0,6.5,2002,Sports,Sega  ,Treyarch  ,,120000.0
148,NBA 2K3,PS2,89.0,7.8,2002,Sports,Sega  ,Visual Concepts  ,,1050000.0
149,Phantasy Star Online,DC,89.0,8.4,2001,Role-Playing,Sega  ,Sonic Team  ,8.9,200000.0
150,Resident Evil 2,N64,89.0,8.8,1999,Action,Capcom  ,Angel Studios  ,9.0,560000.0
151,Mass Effect,PC,89.0,8.6,2008,Role-Playing,Electronic Arts  ,BioWare / Demiurge Studios  ,9.1,670000.0
152,Dark Souls,X360,89.0,8.7,2011,Role-Playing,Namco Bandai  ,From Software  ,9.1,990000.0
153,NBA Street V3,XB,89.0,7.9,2005,Sports,EA Sports BIG   ,EA Canada  ,,320000.0
154,NCAA Football 2005,XB,89.0,7.8,2004,Sports,EA Sports  ,EA Tiburon  ,,680000.0
155,NHL 2002,XB,89.0,6.8,2001,Sports,EA Sports  ,EA Canada  ,,270000.0
156,Tetris Effect,PS4,89.0,7.6,2018,Puzzle,Sony Interactive Entertainment  , Monstars Inc.   ,,250000.0
157,Dark Souls II: Scholar of the First Sin,XOne,89.0,7.7,2015,Role-Playing,Namco Bandai Games  ,From Software  ,,280000.0
158,Guild Wars,PC,89.0,8.3,2005,Role-Playing,NCSoft  ,ArenaNet  ,8.7,40000.0
159,Borderlands 2,PC,89.0,8.2,2012,Shooter,2K Games  ,Gearbox Software  ,,940000.0
160,World Soccer Winning Eleven 9,XB,89.0,7.1,2006,Sports,Konami  ,Konami Computer Entertainment Tokyo  ,,440000.0
161,Max Payne,PC,89.0,9.1,2001,Shooter,Gathering of Developers  ,Remedy Entertainment  ,9.2,20000.0
162,World in Conflict,PC,89.0,8.1,2007,Strategy,Sierra Entertainment  ,Massive Entertainment  ,9.1,30000.0
163,Burnout Revenge,X360,89.0,8.3,2006,Racing,Electronic Arts  ,Criterion  ,8.8,500000.0
164,Final Fantasy XIV: Stormblood,PS4,89.0,8.6,2017,MMO,Square Enix  ,Square Enix  ,,170000.0
165,Stardew Valley,XOne,89.0,7.8,2017,Simulation,505 Games  ,ConcernedApe  ,8.8,30000.0
166,Castlevania: Dawn of Sorrow,DS,89.0,8.5,2005,Platform,Konami  ,Konami  ,8.9,430000.0
167,NBA Street Vol. 2,XB,89.0,8.0,2003,Sports,EA Sports BIG   ,EA Canada  ,,680000.0
168,Sonic Adventure 2,DC,89.0,8.5,2001,Platform,Sega  ,Sonic Team  ,8.9,120000.0
169,Okami HD,NS,89.0,8.6,2018,Action,Capcom  ,Capcom  ,,40000.0
170,Far Cry,PC,89.0,8.0,2004,Shooter,Ubisoft  ,Crytek  ,8.6,50000.0
171,FIFA Soccer 12,PC,89.0,7.1,2011,Sports,EA Sports  ,EA Canada  ,9.1,460000.0
172,XCOM: Enemy Unknown,PC,89.0,8.2,2012,Strategy,2K Games  ,Firaxis Games  ,9.0,720000.0
173,Mass Effect 3,PC,89.0,6.0,2012,Role-Playing,Electronic Arts  ,BioWare  ,,960000.0
174,Rise of Nations,PC,89.0,8.8,2003,Strategy,Microsoft Game Studios  ,Big Huge Games  ,8.8,40000.0
175,Shin Megami Tensei: Persona 3 FES,PS2,89.0,7.7,2008,Role-Playing,Atlus  ,Atlus  ,8.7,630000.0
176,World Series Baseball 2K3,XB,89.0,7.3,2003,Sports,Sega  ,Blue Shift  ,,150000.0
177,Metal Gear Solid HD Collection,PS3,89.0,8.9,2011,Action,Konami Digital Entertainment  ,Bluepoint Games  ,,1110000.0
178,Metal Gear Solid HD Collection,PS3,89.0,8.9,2011,Action,Konami  ,Bluepoint Games  ,9.1,520000.0
179,Battlefield 1942,PC,89.0,8.5,2002,Shooter,Electronic Arts  ,Digital Illusions CE  ,9.0,30000.0
180,The Chronicles of Riddick: Escape From Butcher Bay,XB,89.0,8.8,2004,Shooter,VU Games  ,Starbreeze Studios/Tigon Studios  ,,450000.0
181,Advance Wars 2: Black Hole Rising,GBA,89.0,8.9,2003,Strategy,Nintendo  ,Intelligent Systems  ,8.8,650000.0
182,DiRT 2,PC,89.0,8.2,2009,Racing,Codemasters  ,Codemasters  ,9.0,50000.0
183,DiRT 2,PC,51.0,5.4,2009,Racing,Codemasters  ,Codemasters  ,9.0,50000.0
184,Virtua Fighter 5 Online,X360,89.0,7.8,2007,Fighting,Sega  ,Sega-AM2  ,9.2,280000.0
185,The Orange Box,PS3,89.0,8.3,2007,Shooter,Electronic Arts  ,EA UK  ,8.7,1070000.0
186,Grandia,PS,89.0,7.7,1999,Role-Playing,Sony Computer Entertainment  ,Game Arts  ,8.4,250000.0
187,Injustice 2,XOne,89.0,8.1,2017,Fighting,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,,890000.0
188,Top Spin,XB,89.0,8.0,2003,Sports,Microsoft Game Studios  ,Pam Development  ,,460000.0
189,ESPN NBA Basketball,PS2,89.0,8.4,2003,Sports,Sega  ,Visual Concepts  ,,540000.0
190,Tiger Woods PGA Tour 2004,XB,89.0,7.2,2003,Sports,EA Sports  ,EA Redwood Shores  ,,620000.0
191,The Beatles: Rock Band,PS3,88.0,8.2,2009,Misc,MTV Games  ,Harmonix Music Systems  ,8.7,1120000.0
192,Microsoft Flight Simulator 2004: A Century of Flight,PC,88.0,7.8,2003,Simulation,Microsoft Game Studios  ,Microsoft Game Studios  ,,70000.0
193,Shenmue II,DC,88.0,9.1,2001,Adventure,Sega  ,Sega-AM2  ,8.7,150000.0
194,NHL 2001,PS,88.0,7.3,2000,Sports,EA Sports  ,Page 44 Studios  ,,630000.0
195,Excitebike 64,N64,88.0,8.1,2000,Racing,Nintendo  ,Left Field Productions  ,8.9,1000000.0
196,Mafia,PC,88.0,9.2,2002,Action,Gathering of Developers  ,Illusion Softworks  ,9.2,40000.0
197,Assassin's Creed: Brotherhood,PC,88.0,8.3,2011,Action,Ubisoft  ,Ubisoft Montreal  ,8.7,590000.0
198,DJ Hero 2,Wii,88.0,7.6,2010,Misc,Activision  ,FreeStyle Games  ,8.7,620000.0
199,Wolfenstein II: The New Colossus,XOne,88.0,6.5,2017,Shooter,Bethesda Softworks  ,MachineGames  ,,700000.0
200,NHL 11,PS3,88.0,7.2,2010,Sports,EA Sports  ,EA Canada  ,8.8,590000.0
201,Psychonauts,XB,88.0,8.8,2005,Platform,Majesco  ,Double Fine Productions  ,8.8,120000.0
202,NHL 10,X360,88.0,8.3,2009,Sports,EA Sports  ,EA Canada  ,9.1,660000.0
203,NHL 09,X360,88.0,8.3,2008,Sports,Electronic Arts  ,EA Canada  ,9.0,500000.0
204,Meteos,DS,88.0,7.4,2005,Puzzle,Nintendo  ,Q Entertainment  ,8.8,230000.0
205,Zero Escape: Virtue's Last Reward,3DS,88.0,8.7,2012,Visual Novel,Aksys Games  ,Spike Chunsoft  ,9.0,30000.0
206,Dishonored 2,XOne,88.0,7.7,2016,Action,Bethesda Softworks  ,Arkane Studios  ,,860000.0
207,NHL 09,PS3,88.0,7.8,2008,Sports,Electronic Arts  ,EA Canada  ,,340000.0
208,NHL 10,PS3,88.0,8.1,2009,Sports,EA Sports  ,EA Canada  ,9.1,570000.0
209,Tiger Woods PGA Tour 2005,XB,88.0,7.4,2004,Sports,EA Sports  ,EA Redwood Shores  ,,850000.0
210,Tiger Woods PGA Tour 2003,XB,88.0,6.9,2002,Sports,EA Sports  ,EA Redwood Shores  ,,440000.0
211,Tactics Ogre: The Knight of Lodis,GBA,88.0,8.8,2002,Role-Playing,Atlus  ,Quest Corporation  ,8.5,500000.0
212,Far Cry 3,PC,88.0,8.4,2012,Shooter,Ubisoft  ,Ubisoft Montreal  ,,920000.0
213,Tiger Woods PGA Tour 10,Wii,88.0,7.7,2009,Sports,EA Sports  ,EA Tiburon  ,9.0,1070000.0
214,Fight Night Round 2,XB,88.0,8.2,2005,Fighting,EA Sports  ,EA Sports  ,,600000.0
215,Shovel Knight,WiiU,88.0,8.4,2014,Platform,Yacht Club Games  ,Yacht Club Games  ,9.0,100000.0
216,Rayman Origins,PSV,88.0,8.4,2012,Platform,Ubisoft  ,UBIart Montpellier  ,,590000.0
217,XCOM 2,PC,88.0,7.3,2015,Strategy,2K Games  ,Firaxis Games  ,,310000.0
218,ESPN NHL Hockey,XB,88.0,7.5,2003,Sports,Sega  ,Kush Games  ,,110000.0
219,NCAA Football 2004,XB,88.0,7.9,2003,Sports,EA Sports  ,EA Tiburon  ,,430000.0
220,FIFA Soccer 2003,XB,88.0,7.7,2002,Sports,EA Sports  ,EA Canada  ,,630000.0
221,JSRF: Jet Set Radio Future,XB,88.0,8.3,2002,Action,Sega  ,Smilebit  ,,210000.0
222,Ninja Gaiden Sigma,PS3,88.0,7.6,2007,Action,Tecmo  ,Team Ninja  ,8.8,1150000.0
223,Final Fantasy Tactics: The War of the Lions,PSP,88.0,9.1,2007,Role-Playing,Square Enix  ,Square Enix  ,8.9,1160000.0
224,NHL 11,X360,88.0,7.7,2010,Sports,EA Sports  ,EA Canada  ,8.8,730000.0
225,The Elder Scrolls III: Morrowind Game of the Year Edition,XB,88.0,8.6,2003,Role-Playing,Bethesda Softworks  ,Bethesda Softworks  ,8.3,1030000.0
226,WarioWare: Twisted!,GBA,88.0,8.7,2005,Puzzle,Nintendo  ,Intelligent Systems  ,,740000.0
227,Ori and the Blind Forest: Definitive Edition,PC,88.0,8.7,2016,Platform,Nordic Games  ,Moon Studios  ,,10000.0
228,NCAA Football 07,XB,88.0,6.9,2006,Sports,EA Sports  ,EA Sports  ,8.8,560000.0
229,The Witcher 2: Assassins of Kings,X360,88.0,8.4,2012,Role-Playing,Warner Bros. Interactive  ,CD Projekt Red Studio  ,,900000.0
230,Medieval II: Total War,PC,88.0,9.0,2006,Strategy,Sega  ,The Creative Assembly  ,8.8,110000.0
231,ESPN NHL 2K5,XB,88.0,7.9,2004,Sports,Sega  ,Kush Games  ,,420000.0
232,BioShock 2,PC,88.0,8.1,2010,Shooter,2K Games  ,2K Marin  ,8.5,240000.0
233,Counter-Strike: Source,PC,88.0,8.9,2004,Shooter,VU Games  ,Valve Software  ,9.3,80000.0
234,Sid Meier's Civilization VI,PC,88.0,7.0,2016,Strategy,2K Games  ,Firaxis Games  ,,440000.0
235,Battlefield 1,PC,88.0,7.1,2016,Shooter,Electronic Arts  ,EA DICE  ,9.1,770000.0
236,Owlboy,PS4,88.0,6.7,2018,Platform,Soedesco  ,D-Pad Studios  ,,50000.0
